ID    A_wt_tpm    A_ko_tpm    R_wt_tpm    R_ko_tpm    p.value    log2FC_A_ko_vs_wt    log2FC_R_ko_vs_wt
Mir7243    Mir7243    5.73    4    0    0    1    -0.518426267570204    0
Mir741    Mir741    1.96    0.69    0    0    1    -1.50483191980389    0
Mir742    Mir742    2.66    0.49    0    0    1    -2.43817358070753    0
Mir743    Mir743    1.81    1.07    0    0    1    -0.757828066199912    0
Mir743b    Mir743b    1.96    0.78    0.214648557    0    0.373901    -1.32819508205017    -7.75253825216799
Mir744    Mir744    2.39    2.73    0.827509592    0.241941489    0.47588    0.191815184053658    -1.76990950900157
Mir7578    Mir7578    2.83    2.15    0.827423996    0.310533526    0.509105    -0.396304224482686    -1.41098191433192
Mir758    Mir758    2.31    1.66    0.51080805    0.455877764    0.976823    -0.476465186505255    -0.163794610013481
Mir759    Mir759    3.85    4.69    0    0    1    0.284662377698996    0
Mir760    Mir760    42.93    61.73    0    0.106991065    0.373901    0.523975384074774    6.75476814092788
Mir761    Mir761    4.25    4.98    0.667655794    0    0.117236    0.228633152033413    -9.38511993116249
Mir762    Mir762    69.62    125.21    5.98e-11    1.84e-15    0.68067    0.846766869611488    -8.62705071824621e-08
Mir763    Mir763    1.75    1.27    0    0    1    -0.462215053428599    0
Mir764    Mir764    1.45    0    0    0    1    -10.5028318040667    0
Mir7646    Mir7646    0.89    0.69    0    1.44e-41    1    -0.366739721133664    0
Mir7647    Mir7647    3.18    17.48    0.280134678    0    0.373901    2.45823543952896    -8.13511761109494
Mir7648    Mir7648    61.37    94.05    0    0    1    0.615886191895244    0
Mir7649    Mir7649    1.31    0.64    0.11025085    0.105244497    0.99575    -1.03227142360301    -0.0664282409795773
Mir7651    Mir7651    2.25    2.15    0.267295261    0    0.373901    -0.065558532031095    -8.06767776173365
Mir7652    Mir7652    3.14    3.32    1.033988815    1.534810652    0.955694    0.0803937798507437    0.569385182342814
Mir7653    Mir7653    65.29    90.93    6.45e-09    8.23e-14    0.37392    0.477888080736164    -9.30523427022933e-06
Mir7654    Mir7654    49.96    66.8    2.12e-25    2.4e-35    1    0.419067346109531    0
Mir7655    Mir7655    47.57    73.25    0    0    1    0.622766102080757    0
Mir7656    Mir7656    1.77    0.78    0    0    1    -1.18116975860993    0
Mir7657    Mir7657    2.68    5.66    2.69e-18    0    1    1.07828570433904    -3.5527136788005e-15
Mir7658    Mir7658    4.04    7.32    9.29e-18    0    1    0.857328373013235    -1.4210854715202e-14
Mir7659    Mir7659    2.18    3.71    0    0.219515307    0.373901    0.766818231056775    7.78473499325149
Mir7660    Mir7660    9.01    10.16    0    0    1    0.173283268863353    0
Mir7661    Mir7661    2.37    0.39    0    0    1    -2.60025515017466    0
Mir7662    Mir7662    20.75    90.24    0    0    1    2.12060219270409    0
Mir7663    Mir7663    4.04    6.74    0    0.208718988    0.373901    0.738250273717604    7.71231367902647
Mir7664    Mir7664    3.53    4    1.52732303    0.24457255    0.0899884    0.180283807586002    -2.63772829610101
Mir7665    Mir7665    2.23    1.27    0    0    1    -0.811726483239182    0
Mir7666    Mir7666    60.4    84.68    1.129430519    1.157442866    0.998404    0.487465871235006    0.0353145720111971
Mir7667    Mir7667    1.92    1.56    0    0    1    -0.299386981687618    0
Mir7668    Mir7668    14.89    31.94    0    0.431588848    0.373901    1.10096884008967    8.75685266334443
Mir7669    Mir7669    1.96    3.42    0.294946882    0.834282894    0.924925    0.802828568575751    1.49692663587884
Mir767    Mir767    1.55    1.56    0    0    1    0.00927185094181804    0
Mir7670    Mir7670    1.3    2.05    2.22e-11    6.8e-09    0.375306    0.656706529762056    9.77826509362956e-06
Mir7671    Mir7671    62.85    135.95    0    0    1    1.11307915912603    0
Mir7672    Mir7672    40.95    71.69    8.99e-39    0    1    0.807893334048678    0
Mir7673    Mir7673    1.07    0.78    0.258248567    0.240751295    0.994386    -0.455564026608276    -0.10081239667195
Mir7674    Mir7674    1.92    0.39    0.040172599    3.38e-32    0.373901    -2.29661700635817    -5.36361261583375
Mir7675    Mir7675    0.56    0.49    0    0    1    -0.1922777462941    0
Mir7676-1    Mir7676-1    2.02    0.78    2.75e-24    6.63e-23    1    -1.37167486823776    0
Mir7676-2    Mir7676-2    1.24    2.25    2.75e-24    6.63e-23    1    0.859062941323799    0
Mir7677    Mir7677    2.02    2.25    0    0    1    0.15549673507442    0
Mir7678    Mir7678    2.62    1.47    0.2327878    0    0.373901    -0.833320107073588    -7.86905583590292
Mir7679    Mir7679    1.53    0.49    0    0    1    -1.64067935318509    0
Mir7680    Mir7680    3.36    2.93    0    0    1    -0.19749757461846    0
Mir7681    Mir7681    2.66    1.37    0    0    1    -0.956739939242994    0
Mir7682    Mir7682    1.28    1.37    0    0.265656707    0.373901    0.0979580954375794    8.05883980519091
Mir7683    Mir7683    1.18    0.78    0.841324193    0    0.373901    -0.596614511255178    -9.71823179315621
Mir7684    Mir7684    1.28    1.47    0    0    1    0.199526770913183    0
Mir7685    Mir7685    3.71    7.81    0    0    1    1.07369925958364    0
Mir7686    Mir7686    3.69    3.61    0.289963965    0    0.373901    -0.0316133172969688    -8.18469668058899
Mir7687    Mir7687    30.97    59.97    0    0    1    0.953347063657791    0
Mir7688    Mir7688    62.54    88.58    8.873616547    8.276624421    0.972727    0.502194996612108    -0.100467994177593
Mir7689    Mir7689    3.81    5.57    0.280134678    0    0.373901    0.547766707844409    -8.13511761109494
Mir770    Mir770    2.23    0.39    0    0    1    -2.51245000093679    0
Mir7b    Mir7b    4.16    2.73    0.111926089    0    0.373901    -0.607500974279473    -6.81923501621187
Mir7j    Mir7j    0.97    0.78    0    0.521798999    0.373901    -0.314148747277213    9.03011256859147
Mir7k    Mir7k    2.16    0.49    0.155517947    0    0.373901    -2.13790414254481    -7.2901842818425
Mir802    Mir802    2.35    1.85    0    0.131256544    0.373901    -0.344969643782447    7.0471952978439
Mir804    Mir804    2.25    3.52    0    0    1    0.645419170408976    0
Mir8090    Mir8090    1.18    1.07    0.741945068    0.113294607    0.419579    -0.141050484646901    -2.70049821299388
Mir8091    Mir8091    2.43    2.15    0.65854796    0.569817399    0.447489    -0.176542368605668    -0.208448260926893
Mir8092    Mir8092    19.69    36.33    3.55e-30    0    1    0.883664696230181    0
Mir8093    Mir8093    2.72    8.69    0.744981692    2.443542803    0.235897    1.67538522874188    1.71235253742092
Mir8094    Mir8094    2.18    3.22    6.487624902    3.17317324    0.117645    0.562518890742064    -1.031531898603
Mir8095    Mir8095    2.33    3.81    0.658570378    0.400770171    0.943262    0.709220603683302    -0.715156150592473
Mir8096    Mir8096    21.45    34.48    0.394982244    0.49125851    0.959871    0.684756710656641    0.313980406429771
Mir8097    Mir8097    2.43    1.17    0.001206653    0.003702338    0.758478    -1.05380881752751    1.09151846123002
Mir8098    Mir8098    60.36    76.37    1.366216063    6.1e-14    0.373854    0.339408207281361    -10.4170255365796
Mir8099-2    Mir8099-2    0.8    0.93    0.018603092    2.43e-09    0.373902    0.216978925150084    -4.29300581803649
Mir8100    Mir8100    6.33    5.18    0.687757634    0.526110394    0.57698    -0.289202811973354    -0.385891263601572
Mir8101    Mir8101    19.16    40.53    5.99e-16    4.25e-22    0.999995    1.08085291433304    -8.63309423948522e-13
Mir8102    Mir8102    54.9    76.37    0.369213738    0.395757704    0.576945    0.476192486866927    0.099899804555412
Mir8103    Mir8103    1.75    0.98    0.463400032    0.232046986    0.656062    -0.835854042214319    -0.994747217012055
Mir8104    Mir8104    21.88    44.83    0.064104763    6.93e-11    0.373901    1.03481800716811    -6.02469108830128
Mir8105    Mir8105    34.85    49.91    0    0    1    0.518157756706342    0
Mir8106    Mir8106    2.18    1.07    0    0    1    -1.02603128989049    0
Mir8107    Mir8107    5.28    6.54    0.282528312    0.131692677    0.936697    0.308700073022622    -1.09540405017721
Mir8108    Mir8108    4.58    7.32    8.06e-23    9.45e-17    0.999999    0.676378161678687    1.36779476633819e-13
Mir8109    Mir8109    12.99    29.98    0.146213446    0    0.373901    1.20653601591419    -7.20176563828647
Mir8110    Mir8110    2.47    2.54    0    0.249425035    0.373901    0.0403013647245702    7.96823498553142
Mir8111    Mir8111    19.63    21.98    0.717386117    0.357464958    0.298373    0.163123356180574    -1.00292737576081
Mir8112    Mir8112    58.89    96.2    4.43e-09    5.56e-14    0.372273    0.70800471929727    -6.39104466237939e-06
Mir8113    Mir8113    2.83    2.25    0.132611816    0.119442242    0.990681    -0.330745692451591    -0.149706129805371
Mir8114    Mir8114    65.8    141.22    7.63e-15    0.603462786    0.117883    1.10177322341843    9.23950971185864
Mir8115    Mir8115    2.23    1.85    0.01943368    9.56e-11    0.373901    -0.269385618373566    -4.35287700634521
Mir8116    Mir8116    42.97    67.39    1.760453215    1.709161782    0.85546    0.649192582612858    -0.0426333455994771
Mir8117    Mir8117    1.03    0.69    13.47858552    3.989420829    0.18859    -0.57728671697985    -1.75616333025575
Mir8118    Mir8118    2.25    2.54    0.132611816    0    0.373901    0.174830318599199    -7.06190378838615
Mir8119    Mir8119    5.55    10.74    0.393346747    0.218139044    0.908092    0.952308718005092    -0.84761818962928
Mir8120    Mir8120    48.93    85.75    0    0    1    0.809404728272462    0
Mir871    Mir871    2    0.39    0    0    1    -2.35548065459839    0
Mir872    Mir872    1.34    0.78    0.204048905    0.157184014    0.978043    -0.779914783762494    -0.374364230307045
Mir873a    Mir873a    1.88    1.37    0.111084393    0    0.373901    -0.456271277743969    -6.80844159629415
Mir873b    Mir873b    1.88    1.37    0.111084393    0    0.373901    -0.456271277743969    -6.80844159629415
Mir874    Mir874    2.64    3.22    0    0    1    0.286424359215722    0
Mir875    Mir875    1.42    0.78    0.219319659    0.163229749    0.975361    -0.863512101100801    -0.423882747368546
Mir876    Mir876    1.03    2.44    0    0    1    1.24342796241305    0
Mir877    Mir877    2.83    4.49    2.437441023    1.08907399    0.272518    0.665724972873826    -1.1615330163847
Mir878    Mir878    2.35    0.59    0    0    1    -1.99204450347549    0
Mir879    Mir879    2.08    1.66    0.450182565    0    0.373901    -0.325224891772959    -8.81756750867714
Mir880    Mir880    2.02    0.19    0    0    1    -3.40342477834399    0
Mir881    Mir881    2.21    0.78    0    0    1    -1.50130457167425    0
Mir882    Mir882    2.45    2.15    0    0    1    -0.188362959443779    0
Mir883a    Mir883a    2.54    0.88    0    0    1    -1.52818245113294    0
Mir883b    Mir883b    1.86    0.98    0    0    1    -0.923753013839913    0
Mir9-1    Mir9-1    9.86    14.06    0.38442539    0    0.373901    0.511893338398715    -8.59030780245806
Mir9-2    Mir9-2    3.03    2.34    0    0.088262228    0.373901    -0.372668917672316    6.47997791183379
Mir9-3    Mir9-3    6    9.96    0    0    1    0.731087654062567    0
Mir9-3hg    Mir9-3hg    7.58    9.57    0.12752384    0.114945186    0.516954    0.336281503664638    -0.148593069933872
Mir92-1    Mir92-1    3.36    6.94    6.13e-37    1.44e-28    1    1.04625298631184    0
Mir92-2    Mir92-2    1.81    0.98    0    0    1    -0.884461504730929    0
Mir92b    Mir92b    13.22    29.01    0.206107288    0    0.373901    1.13376872318591    -7.69423451193024
Mir93    Mir93    3.24    3.52    0.141179579    1.449920707    0.40606    0.119546206545291    3.35118250486563
Mir96    Mir96    4.37    3.22    0    0    1    -0.440454717402854    0
Mir98    Mir98    2.12    2.83    0    0.235775512    0.373901    0.416567128375192    7.88737607081339
Mir99a    Mir99a    2.83    1.66    0.526367182    0.391749971    0.978321    -0.769259675943371    -0.42519662625355
Mir99ahg    Mir99ahg    16.41    11.04    2.625216477    1.725685908    0.146582    -0.571792306679107    -0.604980167412673
Mir99b    Mir99b    6.77    6.54    0.716611676    0.401999087    0.916293    -0.0498577048189315    -0.832426793705893
Mira    Mira    4.06    7.23    4.457152636    4.124183757    0.599789    0.832360148998338    -0.111987625832837
Mirc35hg    Mirc35hg    14.15    24.42    1.097827211    1.227736635    0.554058    0.787218270835417    0.161211182020135
Mirg    Mirg    2.72    3.13    68.74998263    55.86318214    0.447193    0.202486551888991    -0.299456751912751
Mirlet7a-1    Mirlet7a-1    2.97    3.91    0.181988545    0.620440367    0.492851    0.396588930897531    1.76386261859292
Mirlet7a-2    Mirlet7a-2    1.79    0.29    0    0    1    -2.62167427907768    0
Mirlet7b    Mirlet7b    6.77    8.1    0    0.06726866    0.373901    0.258731088251662    6.09315152934457
Mirlet7c-1    Mirlet7c-1    2.68    1.85    0.440163744    0    0.11651    -0.534466324111987    -8.78517042109232
Mirlet7c-2    Mirlet7c-2    8.33    10.06    0.135248991    6.75e-18    0.373901    0.272212124075463    -7.09010173573998
Mirlet7d    Mirlet7d    1.75    2.44    2.528185131    3.550529817    0.374133    0.479293211347596    0.48976795448081
Mirlet7e    Mirlet7e    6.35    6.15    1.44785723    0.63393704    0.307761    -0.0461627941251348    -1.19022999185883
Mirlet7f-1    Mirlet7f-1    2.47    3.52    0    0.625226616    3.08e-05    0.510890216534347    9.29054101724713
Mirlet7f-2    Mirlet7f-2    2.21    3.32    0    0    1    0.586918697686483    0
Mirlet7g    Mirlet7g    3.67    1.95    0.759113203    0.419614563    0.919904    -0.911959336490521    -0.853715492300818
Mirlet7i    Mirlet7i    59.2    65.04    0.798219417    3.099438303    0.231139    0.135727893403425    1.95580864205997
Mirt1    Mirt1    2.41    3.22    0.456398372    0.393895988    0.785848    0.417877009780289    -0.211978520216718
Mirt2    Mirt2    1.81    0.39    0.148879357    0.039336407    0.451507    -2.21154603364282    -1.89364720797187
Mis12    Mis12    99.27    188.3    12.60591277    10.8211421    0.155883    0.923596431162839    -0.220228936278563
Mis18a    Mis18a    21.94    38.87    1.848320682    1.56395511    0.408366    0.825064942474381    -0.240874142671613
Mis18bp1    Mis18bp1    57.41    128.53    0.364640867    0.325275724    0.549259    1.16271727042075    -0.164335676641401
Misp    Misp    3.09    1.47    0.331064671    0.458485388    0.299752    -1.07127640760339    0.468554743495817
Mitd1    Mitd1    27.53    50.69    6.144190879    3.159721403    0.0462783    0.880672611332716    -0.959203946924435
Mitf    Mitf    18.07    35.06    1.66679782    2.318110871    0.196378    0.956190801595251    0.475627385712383
Mixl1    Mixl1    7.36    10.35    0.153451514    0.122050071    0.427966    0.491796475388769    -0.327908522717942
Mki67    Mki67    19.73    21.29    1.017334257    0.900134837    0.407544    0.109779636068289    -0.176396289827406
